,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-08 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-09 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-13 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-14 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-15 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-16 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-18 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-20 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-21 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-22 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-23 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-24 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-25 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-28 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-29 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-05 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-06 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-07 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-08 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-10 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00,2020-04-11 00:00:00
Nepal,1,0,1,0,570,1,0,1,0,1223,1,0,1,0,1906,1,0,1,0,2501,1,0,1,0,3045,1,0,1,0,3716,1,0,1,0,4251,1,0,1,0,4812,1,0,1,0,5350,1,0,1,0,5965,1,0,1,0,6633,1,0,1,0,7366,1,0,1,0,8045,1,0,1,0,8831,2,0,1,1,9836,2,0,1,1,10899,2,0,1,1,12005,3,0,1,2,12981,3,0,1,2,13971,4,0,1,3,15247,5,0,1,4,16369,5,0,1,4,17549,5,0,1,4,18639,5,0,1,4,19598,5,0,1,4,20558,6,0,1,5,21446,6,0,1,5,22440,9,0,1,8,23569,9,0,1,8,24721,9,0,1,8,25913,9,0,1,8,26895,9,0,1,8,27834,9,0,1,8,28848,9,0,1,8,29741,9,0,1,8,30717
Nauru,0,0,0,0,4,0,0,0,0,6,0,0,0,0,11,0,0,0,0,14,0,0,0,0,14,0,0,0,0,14,0,0,0,0,16,0,0,0,0,16,0,0,0,0,23,0,0,0,0,26,0,0,0,0,35,0,0,0,0,37,0,0,0,0,39,0,0,0,0,42,0,0,0,0,44,0,0,0,0,49,0,0,0,0,51,0,0,0,0,56,0,0,0,0,58,0,0,0,0,59,0,0,0,0,61,0,0,0,0,61,0,0,0,0,65,0,0,0,0,66,0,0,0,0,66,0,0,0,0,70,0,0,0,0,70,0,0,0,0,70,0,0,0,0,70,0,0,0,0,75,0,0,0,0,77,0,0,0,0,78,0,0,0,0,79,0,0,0,0,84,0,0,0,0,88
New Zealand,5,0,0,5,3245,5,0,0,5,6299,5,0,0,5,8939,5,0,0,5,11439,5,0,0,5,13552,5,0,0,5,15735,6,0,0,6,18179,8,0,0,8,20849,8,0,0,8,23528,12,0,0,12,26350,20,0,0,20,29081,28,0,0,28,31831,39,0,0,39,34580,52,0,0,52,37463,66,0,0,66,40337,102,0,0,102,43395,155,0,12,143,46055,205,0,22,183,49055,283,0,27,256,52068,368,0,37,331,55038,451,0,50,401,58198,514,1,56,457,61196,589,1,63,525,64490,647,1,74,572,67660,708,1,83,624,70644,797,1,92,704,73762,868,1,103,764,76799,950,1,127,822,79682,1039,1,156,882,83099,1106,1,176,929,86793,1160,1,241,918,90414,1210,1,282,927,93918,1239,1,317,921,97495,1283,2,373,908,100813,1312,4,422,886,104547
Oman,16,0,2,14,1255,16,0,2,14,2590,18,0,9,9,3844,18,0,9,9,5103,18,0,9,9,6196,19,0,9,10,7278,19,0,9,10,8407,22,0,9,13,9576,22,0,9,13,10787,24,0,9,15,12020,39,0,12,27,13303,48,0,12,36,14455,48,0,12,36,15573,52,0,12,40,16741,55,0,17,38,17842,66,0,17,49,18923,84,0,17,67,20276,99,0,17,82,21469,109,0,23,86,22636,131,0,23,108,23756,152,0,23,129,25000,167,0,23,144,26144,179,0,29,150,27330,192,1,34,157,28547,210,1,34,175,29713,231,1,57,173,30810,252,1,57,194,31857,277,2,61,214,32967,298,2,61,235,34080,331,2,61,268,35206,371,2,67,302,36519,419,2,72,345,37682,457,3,109,345,38985,484,3,109,372,40154,546,3,109,434,41356
Pakistan,6,0,1,5,4064,6,0,1,5,8871,16,0,1,15,15548,19,0,2,17,22014,20,0,2,18,28112,28,0,2,26,35895,31,0,2,29,44361,53,0,2,51,54753,136,0,2,134,66079,236,0,2,234,78432,299,0,2,297,89533,454,2,13,439,101973,501,3,13,485,115980,730,3,13,714,133209,776,5,5,766,151868,875,6,13,856,168999,972,7,18,947,184155,1063,8,21,1034,197337,1201,9,21,1171,211486,1373,11,23,1339,227291,1495,12,29,1454,246239,1597,14,29,1554,263942,1717,21,76,1620,280703,1938,26,76,1836,296288,2118,27,94,1997,310035,2421,34,125,2262,324364,2686,40,126,2520,335243,2818,41,131,2646,349230,3157,47,211,2899,360829,3766,53,259,3454,372347,4035,57,429,3549,384147,4263,61,467,3735,397940,4489,65,572,3852,411574,4695,66,727,3902,425203,5011,86,762,4163,439596
Panama,0,0,0,0,4983,0,0,0,0,9436,1,0,0,1,25307,8,1,0,7,39477,11,1,0,10,45636,27,1,0,26,50325,36,1,0,35,55440,43,1,0,42,61958,55,1,0,54,67449,69,1,0,68,72421,86,1,0,85,77199,109,1,0,108,82260,137,1,0,136,87050,200,1,0,199,91912,245,3,0,242,96592,313,3,1,309,100942,345,6,1,338,105391,443,8,1,434,110099,558,8,2,548,114593,674,9,2,663,119048,786,14,2,770,123897,901,17,4,880,128623,989,24,4,961,133391,1181,30,9,1142,137330,1181,30,9,1142,141490,1317,32,9,1276,145518,1475,37,10,1428,150120,1673,41,13,1619,154949,1801,46,13,1742,160021,1988,54,13,1921,164664,2100,55,14,2031,168833,2249,59,16,2174,173225,2528,63,16,2449,177389,2752,66,16,2670,182345,2974,74,17,2883,187508
Pitcairn,0,0,0,0,10,0,0,0,0,18,0,0,0,0,28,0,0,0,0,36,0,0,0,0,43,0,0,0,0,45,0,0,0,0,51,0,0,0,0,59,0,0,0,0,66,0,0,0,0,72,0,0,0,0,75,0,0,0,0,82,0,0,0,0,88,0,0,0,0,90,0,0,0,0,92,0,0,0,0,94,0,0,0,0,96,0,0,0,0,102,0,0,0,0,107,0,0,0,0,112,0,0,0,0,120,0,0,0,0,124,0,0,0,0,135,0,0,0,0,138,0,0,0,0,143,0,0,0,0,145,0,0,0,0,149,0,0,0,0,158,0,0,0,0,162,0,0,0,0,168,0,0,0,0,171,0,0,0,0,175,0,0,0,0,179,0,0,0,0,186,0,0,0,0,190
Peru,6,0,0,6,12951,7,0,0,7,25158,11,0,0,11,35709,11,0,0,11,48600,15,0,0,15,59814,28,0,0,28,69589,38,0,0,38,80490,43,0,0,43,98296,86,0,0,86,114211,117,0,1,116,126889,145,0,1,144,139399,234,0,1,233,152574,234,3,1,230,168614,318,5,1,312,182303,363,5,1,357,195144,395,5,1,389,205549,416,7,1,408,216603,480,9,1,470,228634,580,9,14,557,240773,635,11,16,608,251949,671,16,16,639,264037,852,18,16,818,276510,950,24,53,873,289401,1065,30,394,641,301273,1323,38,394,891,314681,1414,55,537,822,328591,1595,61,537,997,340204,1746,73,914,759,353419,2281,83,989,1209,369684,2561,92,997,1472,384391,2954,107,1301,1546,398031,4342,121,1333,2888,412710,5256,138,1438,3680,429402,5897,169,1569,4159,448091,6848,181,1739,4928,464195
Philippines,10,1,1,8,8541,20,1,1,18,27865,33,1,2,30,40082,49,1,2,46,49672,52,2,2,48,58754,64,5,2,57,64959,111,8,2,101,73216,140,11,2,127,81386,142,12,2,128,88823,187,12,5,170,95328,202,19,5,178,101789,217,17,8,192,107946,230,18,8,204,113375,307,19,13,275,119697,380,25,17,338,128173,462,33,18,411,136193,552,35,20,497,142513,636,38,26,572,149625,707,45,28,634,157908,803,54,31,718,165564,1075,68,35,972,172883,1418,71,42,1305,179394,1546,78,42,1426,185571,2084,88,49,1947,192460,2311,96,50,2165,203254,2633,107,51,2475,214601,3018,136,52,2830,221327,3094,144,57,2893,226759,3246,152,64,3030,231995,3660,163,73,3424,238330,3764,177,84,3503,244436,3870,182,96,3592,250422,4076,203,124,3749,256256,4195,221,140,3834,261393,4428,247,157,4024,266579
Palau,0,0,0,0,15,0,0,0,0,58,0,0,0,0,121,0,0,0,0,188,0,0,0,0,248,0,0,0,0,298,0,0,0,0,388,0,0,0,0,453,0,0,0,0,527,0,0,0,0,578,0,0,0,0,635,0,0,0,0,708,0,0,0,0,774,0,0,0,0,839,0,0,0,0,891,0,0,0,0,947,0,0,0,0,999,0,0,0,0,1054,0,0,0,0,1118,0,0,0,0,1181,0,0,0,0,1224,0,0,0,0,1263,0,0,0,0,1321,0,0,0,0,1371,0,0,0,0,1437,0,0,0,0,1480,0,0,0,0,1535,0,0,0,0,1571,0,0,0,0,1616,0,0,0,0,1673,0,0,0,0,1726,0,0,0,0,1797,0,0,0,0,1875,0,0,0,0,1970,0,0,0,0,2046
Papua New Guinea,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,8,0,0,0,0,10,0,0,0,0,13,0,0,0,0,16,1,0,0,1,19,1,0,0,1,21,1,0,0,1,25,1,0,0,1,28,1,0,0,1,30,1,0,0,1,37,1,0,0,1,40,1,0,0,1,45,1,0,0,1,48,1,0,0,1,50,1,0,0,1,54,1,0,0,1,57,1,0,0,1,60,1,0,0,1,62,1,0,0,1,62,1,0,0,1,67,1,0,0,1,73,2,0,0,2,78,2,0,0,2,81,2,0,0,2,82,2,0,0,2,85,2,0,0,2,87,2,0,0,2,89
Poland,11,0,0,11,2421,16,0,0,16,5093,22,0,0,22,7823,31,0,0,31,11572,49,1,0,48,14526,68,2,0,66,16803,103,3,0,100,19452,119,3,0,116,22219,177,4,13,160,25002,238,5,13,220,27713,251,5,13,233,30005,355,5,1,349,32593,425,5,1,419,35030,536,5,1,530,37324,634,7,1,626,39702,749,8,13,728,41902,901,10,1,890,43986,1051,14,7,1030,46086,1221,16,7,1198,48416,1389,16,7,1366,50730,1638,18,7,1613,52746,1862,22,7,1833,55357,2055,31,7,2017,58049,2311,33,7,2271,60627,2554,43,47,2464,63017,2946,57,56,2833,65533,3383,71,56,3256,67864,3627,79,116,3432,70196,4102,94,134,3874,72562,4413,107,162,4144,75199,4848,129,191,4528,78132,5205,159,222,4824,80932,5575,174,284,5117,83383,5955,181,318,5456,85483,6356,208,375,5773,87571
Puerto Rico,0,0,0,0,3172,0,0,0,0,14150,0,0,0,0,18752,0,0,0,0,23005,0,0,0,0,29484,0,0,0,0,34547,0,0,0,0,40036,0,0,0,0,44990,3,0,0,3,49974,0,0,0,0,54778,0,0,0,0,59062,0,0,0,0,63409,0,0,0,0,67474,0,0,0,0,71352,0,1,0,-1,74386,0,1,0,-1,78082,0,1,0,-1,81256,0,1,0,-1,84803,0,1,0,-1,88054,0,1,0,-1,91080,0,1,0,-1,94217,0,1,0,-1,97229,0,1,0,-1,100254,0,1,0,-1,103364,0,1,0,-1,106813,0,1,0,-1,109955,0,1,0,-1,112919,0,1,0,-1,115581,0,1,0,-1,118620,0,1,0,-1,122460,0,1,0,-1,125242,0,1,0,-1,128008,0,1,0,-1,130928,0,1,0,-1,133747,0,1,0,-1,136847
"Korea, Democratic People's Republic of",0,0,0,0,1,0,0,0,0,1,7513,54,247,7212,2,7513,54,247,7212,5,7513,54,247,7212,9,7513,54,247,7212,10,7513,54,247,7212,12,7513,54,247,7212,12,7513,54,247,7212,13,7513,54,247,7212,16,7513,54,247,7212,17,7513,54,247,7212,18,7513,54,247,7212,19,7513,54,247,7212,19,7513,54,247,7212,19,7513,54,247,7212,20,7513,54,247,7212,20,7513,54,247,7212,21,7513,54,247,7212,21,7513,54,247,7212,22,7513,54,247,7212,23,7513,54,247,7212,24,7513,54,247,7212,24,7513,54,247,7212,26,7513,54,247,7212,28,7513,54,247,7212,28,7513,54,247,7212,28,7513,54,247,7212,28,7513,54,247,7212,28,7513,54,247,7212,30,7513,54,247,7212,32,7513,54,247,7212,33,7513,54,247,7212,33,7513,54,247,7212,33,7513,54,247,7212,34
Portugal,30,0,0,30,9182,30,0,0,30,17318,41,0,0,41,26783,59,0,0,59,37122,59,0,0,59,45657,112,0,1,111,53299,169,0,2,167,60708,245,0,2,243,67596,331,0,3,328,73063,448,1,3,444,78751,448,2,3,443,84674,785,3,3,779,89917,1020,6,5,1009,93874,1280,12,5,1263,97297,1600,14,5,1581,100686,2060,23,14,2023,104634,2362,33,22,2307,108015,2995,43,22,2930,111394,3544,60,43,3441,115364,4268,76,43,4149,118622,5170,100,43,5027,121776,5962,119,43,5800,124585,6408,140,43,6225,127730,7443,160,43,7240,130735,8251,187,43,8021,133452,9034,209,68,8757,136157,9886,246,68,9572,138848,10524,266,75,10183,141610,11278,295,75,10908,144009,11730,311,140,11279,146991,12442,345,184,11913,149690,13141,380,196,12565,152383,13956,409,205,13342,155158,15472,435,233,14804,158101,15987,470,266,15251,160845
Paraguay,1,0,0,1,11486,1,0,0,1,17760,1,0,0,1,30250,5,0,0,5,53522,5,0,0,5,62286,6,0,0,6,70468,6,0,0,6,78664,6,0,0,6,90412,8,0,0,8,102292,9,0,0,9,112855,11,0,0,11,123771,11,0,0,11,133078,13,0,0,13,142814,18,1,0,17,154966,22,1,0,21,163331,22,1,0,21,170774,27,2,0,25,180976,37,3,0,34,192548,41,3,0,38,200713,52,3,1,48,210874,56,3,1,52,220886,59,3,1,55,227537,64,3,1,60,235666,65,3,1,61,244148,69,3,1,65,252773,77,3,2,72,261432,92,3,6,83,274632,96,3,12,81,284174,104,3,12,89,293676,113,5,12,96,305983,115,5,15,95,315569,119,5,15,99,323307,124,5,18,101,330839,129,6,18,105,339438,133,6,18,109,348055
"Palestine, State of",22,0,0,22,0,22,0,0,22,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,17,66,0,91,1,17,73,0,98,1,18,79,0,109,1,18,90,0,116,1,18,97,0,119,1,18,100,0,134,1,18,115,0,161,1,18,142,0,194,1,21,172,0,217,1,21,195,0,237,1,25,211,0,254,1,24,229,1,261,1,42,218,1,263,1,44,218,1,263,1,44,218,1,267,2,45,220,1,268,2,57,209,1
French Polynesia,0,0,0,0,20,0,0,0,0,36,0,0,0,0,48,0,0,0,0,53,0,0,0,0,59,0,0,0,0,73,0,0,0,0,82,0,0,0,0,97,0,0,0,0,109,0,0,0,0,124,0,0,0,0,144,0,0,0,0,160,0,0,0,0,183,0,0,0,0,198,0,0,0,0,211,0,0,0,0,219,0,0,0,0,233,0,0,0,0,248,0,0,0,0,257,0,0,0,0,267,0,0,0,0,283,0,0,0,0,292,0,0,0,0,299,0,0,0,0,310,0,0,0,0,323,0,0,0,0,335,0,0,0,0,344,0,0,0,0,355,0,0,0,0,364,0,0,0,0,374,0,0,0,0,385,0,0,0,0,404,0,0,0,0,415,0,0,0,0,438,0,0,0,0,450
Qatar,15,0,0,15,862,18,0,0,18,2308,24,0,0,24,3086,262,0,0,262,4149,262,0,0,262,5001,320,0,0,320,5719,337,0,4,333,6562,401,0,4,397,7363,439,0,4,435,8154,439,0,4,435,8984,452,0,4,448,9804,460,0,4,456,10681,470,0,10,460,11500,481,0,27,454,12454,494,0,33,461,13391,501,0,33,468,14294,526,0,41,485,15249,537,0,41,496,16079,549,0,43,506,17018,562,0,43,519,18014,590,1,45,544,18888,634,1,48,585,19911,693,1,51,641,20876,781,2,62,717,21993,835,2,71,762,22836,949,3,72,874,23850,1075,3,93,979,24813,1325,3,109,1213,25880,1604,4,123,1477,26967,1832,4,131,1697,27971,2057,6,150,1901,29047,2210,6,178,2026,30152,2376,6,206,2164,31181,2512,6,227,2279,32184,2728,6,247,2475,33340
Réunion,0,0,0,0,271,0,0,0,0,586,0,0,0,0,888,1,0,0,1,1194,1,0,0,1,1485,5,0,0,5,1731,6,0,0,6,2006,7,0,0,7,2392,9,0,0,9,2791,9,0,0,9,3174,12,0,0,12,3593,14,0,0,14,4001,28,0,0,28,4413,45,0,0,45,4828,47,0,0,47,5190,47,0,0,47,5542,47,0,0,47,5867,47,0,0,47,6296,47,0,0,47,6610,47,0,0,47,6958,47,0,0,47,7360,47,0,0,47,7731,47,0,0,47,8075,47,0,0,47,8426,47,0,0,47,8747,47,0,0,47,9097,47,0,0,47,9418,47,0,0,47,9810,47,0,0,47,10187,47,0,0,47,10520,47,0,0,47,10843,47,0,0,47,11146,47,0,0,47,11490,47,0,0,47,11797,47,0,0,47,12081
Romania,15,0,3,12,323,15,0,3,12,712,25,0,3,22,1089,45,0,6,39,1436,49,0,6,43,1689,89,0,7,82,1905,123,0,9,114,2158,131,0,9,122,2377,158,0,9,149,2626,184,0,16,168,2862,260,0,19,241,3120,277,0,25,252,3321,308,0,25,283,3539,367,0,52,315,3763,433,3,64,366,3977,576,7,73,496,4206,794,11,79,704,4462,906,17,86,803,4689,1029,23,94,912,4906,1292,26,115,1151,5142,1452,37,139,1276,5387,1815,43,206,1566,5603,2109,65,209,1835,5870,2245,82,220,1943,6132,2460,92,252,2116,6352,2738,115,267,2356,6610,3183,133,283,2767,6843,3613,146,329,3138,7068,3864,151,374,3339,7270,4057,176,406,3475,7501,4417,197,460,3760,7771,4761,220,528,4013,7989,5202,248,647,4307,8235,5467,270,729,4468,8456,5990,291,758,4941,8689
Russian Federation,17,0,3,14,591,17,0,3,14,1237,10,0,3,7,1901,20,0,3,17,2618,28,0,3,25,3292,45,0,3,42,3912,59,0,8,51,4611,63,0,8,55,5344,90,0,8,82,6121,114,0,8,106,6948,147,0,8,139,7745,199,1,9,189,8632,253,1,9,243,9469,306,1,12,293,10277,367,0,16,351,11271,438,1,17,420,12411,495,1,22,472,13376,658,3,29,626,14318,840,3,38,799,15281,1036,4,45,987,16367,1264,4,49,1211,17506,1534,8,64,1462,18723,1836,9,66,1761,19917,2337,17,121,2199,21091,2777,24,190,2563,22282,3548,30,235,3283,23777,4149,34,281,3834,24995,4731,43,333,4355,26417,5389,45,355,4989,27497,6343,47,406,5890,28569,7497,58,494,6945,29792,8672,63,580,8029,30987,10131,76,698,9357,32109,11917,94,795,11028,33265,13584,106,1045,12433,34383
Rwanda,0,0,0,0,353,0,0,0,0,828,0,0,0,0,1313,0,0,0,0,1812,0,0,0,0,2192,0,0,0,0,2600,1,0,0,1,3519,1,0,0,1,4752,5,0,0,5,5690,7,0,0,7,6586,8,0,0,8,7377,8,0,0,8,8111,17,0,0,17,8870,17,0,0,17,9844,19,0,0,19,10813,36,0,0,36,11697,40,0,0,40,12742,41,0,0,41,13722,50,0,0,50,14820,54,0,0,54,16066,60,0,0,60,17448,70,0,0,70,18526,70,0,0,70,19373,75,0,0,75,20208,82,0,0,82,21278,84,0,0,84,22528,89,0,0,89,23895,102,0,0,102,24934,104,0,4,100,26286,105,0,4,101,27524,105,0,7,98,28573,110,0,7,103,29794,110,0,7,103,30729,118,0,7,111,31384,120,0,18,102,32369
Saudi Arabia,11,0,0,11,5387,15,0,0,15,8355,20,0,1,19,10648,21,0,1,20,13447,45,0,1,44,15587,86,0,1,85,17016,103,0,1,102,18935,103,0,1,102,21125,118,0,2,116,23474,171,0,6,165,25873,171,0,6,165,27970,274,0,6,268,30339,344,0,8,336,33026,392,0,16,376,35927,511,0,16,495,38808,562,0,19,543,41759,767,1,28,738,44643,900,2,29,869,47272,1012,3,33,976,49848,1104,3,35,1066,52332,1203,4,37,1162,55619,1299,8,66,1225,58263,1453,8,115,1330,61942,1563,10,165,1388,65255,1720,16,264,1440,67946,1885,21,328,1536,70883,2039,25,351,1663,74064,2179,29,420,1730,77684,2402,34,488,1880,82166,2605,38,551,2016,86103,2795,41,615,2139,89525,2932,41,631,2260,92694,3287,44,666,2577,95613,3651,47,685,2919,100447,4033,52,720,3261,105571
Sudan,0,0,0,0,133,0,0,0,0,273,0,0,0,0,444,0,0,0,0,657,0,0,0,0,962,1,1,0,0,1242,1,1,0,0,1582,1,1,0,0,1832,1,1,0,0,2147,1,1,0,0,2499,2,1,0,1,2897,2,1,0,1,3227,2,1,0,1,3463,2,1,0,1,3731,2,1,0,1,4006,2,1,0,1,4347,3,1,0,2,4683,3,1,0,2,4980,3,1,0,2,5275,3,1,0,2,5619,5,1,0,4,6004,6,1,0,5,6296,6,2,0,4,6576,7,2,1,4,6884,7,2,2,3,7186,8,2,2,4,7488,10,2,2,6,7780,10,2,2,6,8101,12,2,2,8,8452,12,2,2,8,8747,14,2,2,10,9098,14,2,2,10,9411,15,2,2,11,9922,17,2,2,13,10241,19,2,2,15,10521
Senegal,4,0,1,3,558,4,0,1,3,1103,4,0,1,3,1762,4,0,1,3,2449,4,0,1,3,3479,10,0,1,9,4549,10,0,1,9,6076,24,0,1,23,7155,24,0,2,22,8346,26,0,2,24,9637,31,0,2,29,10948,31,0,2,29,12286,38,0,2,36,13472,47,0,5,42,14790,67,0,5,62,15953,79,0,8,71,17180,86,0,8,78,18349,99,0,9,90,19376,105,0,9,96,20442,119,0,11,108,21709,130,0,18,112,23044,142,0,27,115,24089,162,0,27,135,25199,175,0,40,135,26984,190,1,45,144,28315,195,1,55,139,29492,207,1,66,140,30964,219,2,72,145,32124,222,2,82,138,32944,226,2,92,132,34065,237,2,105,130,35076,244,2,113,129,36218,250,2,123,125,37247,265,2,137,126,38393,278,2,152,124,39566
Singapore,150,0,78,72,4059,150,0,78,72,7517,160,0,78,82,10779,178,0,96,82,14131,178,0,96,82,17199,200,0,97,103,20107,212,0,105,107,23089,226,0,105,121,26128,243,0,109,134,29037,266,0,114,152,32297,313,0,114,199,35538,345,0,114,231,38843,385,0,124,261,41949,432,2,140,290,45456,455,2,144,309,48793,509,2,152,355,52044,558,2,156,400,55231,631,2,160,469,58576,683,2,172,509,61984,732,2,183,547,65148,802,2,198,602,67996,844,3,212,629,71026,879,3,228,648,73934,926,3,240,683,76648,1000,3,245,752,79540,1049,4,266,779,82269,1114,5,282,827,85837,1189,6,297,886,88645,1309,6,320,983,92047,1375,6,344,1025,95412,1481,6,377,1098,98477,1623,6,406,1211,101823,1910,6,460,1444,105223,2108,7,492,1609,108496,2299,8,528,1763,111734
South Georgia and the South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint Helena, Ascension and Tristan da Cunha",0,0,0,0,82,0,0,0,0,150,0,0,0,0,203,0,0,0,0,258,0,0,0,0,319,0,0,0,0,366,0,0,0,0,403,0,0,0,0,459,0,0,0,0,475,0,0,0,0,499,0,0,0,0,523,0,0,0,0,545,0,0,0,0,580,0,0,0,0,623,0,0,0,0,648,0,0,0,0,689,0,0,0,0,715,0,0,0,0,736,0,0,0,0,756,0,0,0,0,795,0,0,0,0,827,0,0,0,0,873,0,0,0,0,908,0,0,0,0,920,0,0,0,0,941,0,0,0,0,963,0,0,0,0,992,0,0,0,0,1035,0,0,0,0,1064,0,0,0,0,1097,0,0,0,0,1122,0,0,0,0,1146,0,0,0,0,1175,0,0,0,0,1219,0,0,0,0,1235
